USER,SEX,AGE,MARITAL_STATUS,CHILD_QTY,HEIGHT,WEIGHT,SLEEP_HRS,PHYSICAL_ACT,READING,WORK_HRS,WORK_FIELD,SMOKER,LIVING_STYLE,BURNOUT,WORKFROMHOME
583,1,36,1,0,167,87,6.6,115,0,-7,Education,0,1,1,YES
624,1,36,1,0,166,87,6.5,116,0,-7,Arts and Entertainment,1,0,0,YES
665,0,36,1,0,161.8,58,7.4,117,1,-7,Community and Social Services,1,1,1,YES
706,0,36,0,0,160.55,59,7.3,118,0,-7,Sales and Business Management,0,1,1,NO
747,0,36,1,0,159.3,60,7,119,0,-7,Education,0,1,1,YES
788,0,36,1,0,158.05,61,7,120,0,-7,Sales and Business Management,0,1,1,NO
829,0,36,1,0,156.8,62,7,121,0,-7,Sales and Business Management,0,1,1,YES
870,0,36,1,0,173.05,63,7,122,0,-7,Community and Social Services,0,1,1,YES
1007,0,36,1,0,171.8,64,7,123,1,-7,Sales and Business Management,0,1,0,YES
1048,0,36,0,0,170.55,57,7,124,1,-7,Health and Medicine,0,1,0,NO
1087,0,36,1,0,169.3,58,7,125,1,-7,Health and Medicine,0,1,1,NO
1126,0,36,1,0,168.05,59,7,126,1,-7,Health and Medicine,0,1,1,NO
1165,0,36,0,0,166.8,60,7,127,1,-7,Health and Medicine,0,1,0,YES
1204,0,36,1,0,165.55,61,7,128,1,-7,Arts and Entertainment,0,1,0,YES
1243,0,36,1,0,164.3,62,7.5,129,1,-7,Health and Medicine,0,1,1,NO
1282,0,36,0,0,163.05,63,7.4,130,1,-7,Community and Social Services,0,1,0,NO
1320,0,36.3,0,0,161.8,64,7.3,131,1,-7.6,Architecture and Engineering,0,1,0,YES
1321,0,36.7,0,0,160.55,65,7,132,1,-8.4,Architecture and Engineering,0,1,0,YES
10,1,37,0,0,165,86,6.4,133,0,-9,Education,0,0,1,YES
48,1,37,1,0,164,86,6.3,134,0,-9,Health and Medicine,0,0,1,YES
86,1,37,1,0,163,85,6.2,135,1,-9,Education,0,0,1,YES
297,1,37,0,0,162,84.6,6.1,136,1,-9,Community and Social Services,0,0,1,YES
338,1,37,1,0,161,84.05714286,6,137,1,-9,Health and Medicine,0,1,1,NO
379,1,37,1,0,167,83.51428571,6.9,138,1,-9,Community and Social Services,0,1,1,YES
420,1,37,1,0,166,82.97142857,6.8,139,1,-9,Health and Medicine,0,1,1,NO
461,1,37,1,0,165,82.42857143,6.7,140,1,-9,Architecture and Engineering,0,1,1,YES
502,1,37,0,0,164,81.88571429,6.6,141,1,-9,Education,0,0,0,NO
543,1,37,1,0,163,81.34285714,6.5,142,1,-9,Architecture and Engineering,0,1,1,NO
584,1,37,1,0,162,80.8,6.4,143,1,-9,Community and Social Services,0,0,0,NO
625,1,37,1,0,161,80.25714286,6.3,144,1,-9,Education,0,1,1,YES
666,0,37,1,0,159.3,66,7,145,1,-9,Sales and Business Management,0,1,0,YES
707,0,37,0,0,158.05,67,7,146,1,-9,Health and Medicine,0,1,0,NO
748,0,37,1,0,156.8,57,7,147,1,-9,Health and Medicine,0,1,1,NO
789,0,37,0,0,173.05,58,7,148,0,-9,Health and Medicine,0,1,0,NO
830,0,37,1,0,171.8,59,7,149,0,-9,"Installation, Repair and Maintenance",0,1,1,NO
871,0,37,1,0,170.55,60,7,150,0,-9,Sales and Business Management,0,1,0,YES
1008,0,37,1,0,169.3,61,7,151,0,-9,"Installation, Repair and Maintenance",0,1,0,NO
1049,0,37,0,0,168.05,62,7,152,1,-9,Sales and Business Management,0,1,0,YES
1088,0,37,1,0,166.8,63,7,153,1,-9,Sales and Business Management,0,1,0,YES
1127,0,37,1,0,165.55,64,7.5,154,1,-9,Arts and Entertainment,1,1,0,YES
1166,0,37,0,0,164.3,57,7.4,155,1,-9,Community and Social Services,0,1,0,NO
1205,0,37,1,0,163.05,58,7.3,156,1,-9,Health and Medicine,0,1,1,YES
1244,0,37,1,0,161.8,59,7,157,1,-9,Health and Medicine,0,1,1,YES
1283,0,37,0,0,160.55,60,7,158,1,-9,Health and Medicine,0,1,0,YES
1322,0,37.1,0,0,159.3,61,7,159,1,-9.2,Education,0,1,1,YES
1323,0,37.5,1,0,158.05,62,7,160,1,-10,Sales and Business Management,0,1,0,YES
1324,0,37.9,1,0,156.8,63,7,161,1,-10.8,Sales and Business Management,0,1,0,YES
11,1,38,1,0,167,79.71428571,6.2,162,1,-11,Health and Medicine,0,0,1,NO
49,1,38,1,0,166,79.17142857,6.1,163,1,-11,Health and Medicine,0,1,1,NO
87,1,38,1,0,165,78.62857143,6,164,1,-11,Sales and Business Management,0,0,1,YES
298,1,38,0,0,164,78.08571429,6.9,165,1,-11,Health and Medicine,0,1,0,NO
339,1,38,1,0,163,77.54285714,6.8,166,1,-11,Health and Medicine,0,0,0,YES
380,1,38,1,0,162,77,6.7,167,1,-11,Health and Medicine,0,1,1,NO
421,1,38,1,0,161,76.45714286,6.6,168,1,-11,Education,0,0,1,YES
462,1,38,1,0,167,75.91428571,6.5,169,1,-11,Sales and Business Management,0,1,1,YES
503,1,38,0,0,166,88,6.4,170,1,-11,Education,0,1,0,NO
544,1,38,1,0,165,87,6.3,171,1,-11,Health and Medicine,0,1,1,NO
585,1,38,0,0,164,87,6.2,172,1,-11,Education,0,1,0,NO
626,1,38,1,0,163,86,6.1,173,1,-11,"Installation, Repair and Maintenance",0,1,0,NO
667,0,38,1,0,173.05,64,7,174,1,-11,Arts and Entertainment,0,1,0,YES
708,0,38,0,0,171.8,65,7,175,1,-11,Sales and Business Management,0,1,1,YES
749,0,38,1,0,170.55,66,7,176,1,-11,Health and Medicine,0,1,1,NO
790,0,38,0,0,169.3,67,7,177,1,-11,Health and Medicine,0,1,1,NO
831,0,38,1,0,168.05,68,7,178,1,-11,Health and Medicine,0,1,1,NO
872,0,38,1,0,166.8,69,7.5,179,1,-11,Education,0,1,1,YES
1009,0,38,0,0,165.55,60,7.4,180,1,-11,Community and Social Services,0,1,1,YES
1050,0,38,0,0,164.3,61,7.3,181,1,-11,Architecture and Engineering,1,1,1,YES
1089,0,38,1,0,163.05,62,7,182,1,-11,Sales and Business Management,1,1,1,NO
1128,0,38,1,0,161.8,63,7,183,1,-11,Sales and Business Management,1,1,0,YES
1167,0,38,1,0,160.55,64,7,184,1,-11,Sales and Business Management,1,1,0,YES
1206,0,38,1,0,159.3,57,7,185,1,-11,Sales and Business Management,1,1,0,YES
1245,0,38,1,0,158.05,58,7,186,1,-11,Health and Medicine,1,1,1,NO
1284,0,38,0,0,156.8,59,7,187,0,-11,Health and Medicine,1,1,0,YES
1325,0,38.3,1,0,167,60,7,188,0,-11.6,Health and Medicine,1,1,1,NO
1326,0,38.7,1,0,166,61,7,189,0,-12.4,Education,1,1,0,YES
12,1,39,1,0,162,86,6,190,1,-13,Education,0,1,1,YES
50,1,39,1,0,161,85,6.9,191,0,-13,Community and Social Services,0,1,0,NO
88,1,39,1,0,167,84.6,6.8,192,0,-13,Arts and Entertainment,0,1,0,YES
299,1,39,0,0,166,84.05714286,6.7,193,0,-13,Education,0,1,0,YES
340,1,39,1,0,165,83.51428571,6.6,194,0,-13,Education,0,1,0,NO
381,1,39,0,0,164,82.97142857,6.5,195,0,-13,Sales and Business Management,0,1,0,YES
422,1,39,1,0,163,82.42857143,6.4,196,1,-13,Community and Social Services,0,1,1,YES
463,1,39,1,0,162,81.88571429,6.3,197,1,-13,Architecture and Engineering,0,1,1,NO
504,1,39,0,0,161,81.34285714,6.2,198,1,-13,Education,0,1,1,YES
545,1,39,1,0,167,80.8,6.1,199,1,-13,Community and Social Services,0,1,1,NO
586,1,39,0,0,166,80.25714286,6,200,1,-13,Health and Medicine,0,1,1,NO
627,1,39,1,0,165,79.71428571,6.9,201,1,-13,Community and Social Services,0,1,1,YES
668,0,39,1,1,165,62,7,202,0,-13,Sales and Business Management,1,1,0,YES
709,0,39,0,1,164,63,7,203,0,-13,Education,0,1,0,NO
750,0,39,0,1,163,64,7.5,204,1,-13,Health and Medicine,0,1,0,NO
791,0,39,0,1,162,65,7.4,205,1,-13,Education,1,1,1,YES
832,0,39,1,1,161,66,7.3,206,1,-13,Arts and Entertainment,1,1,0,YES
873,0,39,0,1,167,67,7,207,1,-13,Sales and Business Management,1,1,0,YES
1010,0,39,0,1,166,57,7,208,1,-13,Health and Medicine,0,1,0,NO
1051,0,39,1,1,165,58,7,209,1,-13,Health and Medicine,1,1,1,NO
1090,0,39,0,1,164,59,7,210,1,-13,Health and Medicine,0,1,0,NO
1129,0,39,0,1,163,60,7,211,1,-13,Education,0,1,1,YES
1168,0,39,1,1,162,61,7,212,1,-13,Sales and Business Management,0,1,0,YES
1207,0,39,1,1,161,62,7,213,1,-13,Sales and Business Management,0,1,0,YES
1246,0,39,1,1,167,63,7,214,1,-13,Arts and Entertainment,1,1,0,YES
1285,0,39,0,1,166,64,7,215,1,-13,Architecture and Engineering,0,1,0,YES
1327,0,39.1,1,1,165,57,7,216,1,-13.2,Health and Medicine,0,1,1,NO
1328,0,39.5,0,1,164,58,7.5,217,0,-14,"Installation, Repair and Maintenance",0,1,1,NO
1329,0,39.9,1,1,163,59,7.4,218,0,-14.8,Health and Medicine,0,1,1,NO
13,1,40,1,1,164,79.17142857,6.8,219,1,-15,Health and Medicine,0,1,1,NO
51,1,40,1,1,163,78.62857143,6.7,220,1,-15,Health and Medicine,0,1,1,NO
89,1,40,1,1,162,78.08571429,6.6,221,1,-15,"Installation, Repair and Maintenance",1,1,1,NO
192,1,40,1,1,161,77.54285714,6.5,222,1,-15,Health and Medicine,1,1,1,NO
204,1,40,1,1,167,77,6.4,223,1,-15,Health and Medicine,1,1,1,NO
216,1,40,1,1,166,76.45714286,6.3,224,1,-15,Education,1,1,1,YES
228,1,40,0,1,165,75.91428571,6.2,225,1,-15,Community and Social Services,1,1,1,YES
240,1,40,0,1,164,88,6.1,226,0,-15,Community and Social Services,1,1,0,NO
252,1,40,1,1,163,87,6,227,0,-15,Education,1,1,1,YES
264,1,40,0,1,162,87,6.9,228,0,-15,Sales and Business Management,1,1,0,YES
276,1,40,1,1,161,86,6.8,229,0,-15,Health and Medicine,1,1,0,NO
300,1,40,0,1,167,86,6.7,230,1,-15,Health and Medicine,1,1,0,NO
341,1,40,1,1,166,85,6.6,231,1,-15,Education,0,1,1,YES
382,1,40,0,1,165,84.6,6.5,232,1,-15,Law and Public Policy,0,1,0,NO
423,1,40,1,1,164,84.05714286,6.4,233,1,-15,Education,1,1,0,YES
464,1,40,1,1,163,83.51428571,6.3,234,1,-15,Law and Public Policy,0,1,0,NO
505,1,40,0,1,162,82.97142857,6.2,235,1,-15,Education,1,1,1,YES
546,1,40,0,1,161,82.42857143,6.1,236,1,-15,Community and Social Services,0,1,0,NO
587,1,40,0,1,167,81.88571429,6,40,1,-15,Law and Public Policy,1,1,0,NO
628,1,40,1,1,166,81.34285714,6.9,41,1,-15,Arts and Entertainment,1,1,0,NO
669,0,40,0,1,162,60,7.3,42,0,-15,Architecture and Engineering,0,1,1,NO
710,0,40,0,1,161,61,7,43,0,-15,Community and Social Services,1,1,1,YES
751,0,40,1,1,167,62,7,44,1,-15,Sales and Business Management,0,1,1,NO
792,0,40,0,1,166,63,7,45,1,-15,Sales and Business Management,0,1,1,NO
833,0,40,1,1,165,64,7,46,1,-15,Sales and Business Management,0,1,1,NO
874,0,40,0,1,164,65,7,47,0,-15,Sales and Business Management,0,1,1,NO
1011,0,40,0,1,163,66,7,48,0,-15,Sales and Business Management,0,1,1,YES
1052,0,40,1,1,162,67,7,49,0,-15,Law and Public Policy,0,1,1,NO
1091,0,40,1,1,161,68,7,50,0,-15,Health and Medicine,0,1,1,YES
1130,0,40,0,1,167,69,7,51,0,-15,Health and Medicine,0,1,0,YES
1169,0,40,1,1,166,60,7,52,0,-15,Education,0,1,0,YES
1208,0,40,1,1,165,61,7.5,53,0,-15,Health and Medicine,0,1,1,NO
1247,0,40,0,1,164,62,7.4,54,0,-15,Education,0,1,1,YES
1286,0,40,0,1,163,63,7.3,55,0,-15,Sales and Business Management,0,1,0,YES
1330,0,40.3,1,1,162,64,7,56,0,-15.6,Sales and Business Management,0,1,0,YES
1331,0,40.7,1,1,161,57,7,57,0,-16.4,Arts and Entertainment,1,1,0,NO
14,1,41,1,1,165,80.8,6.8,58,1,-17,Health and Medicine,0,1,1,NO
52,1,41,1,1,164,80.25714286,6.7,59,1,-17,Health and Medicine,0,1,1,NO
90,1,41,1,1,163,79.71428571,6.6,60,1,-17,"Installation, Repair and Maintenance",0,1,1,NO
193,1,41,0,1,162,79.17142857,6.5,61,1,-17,Health and Medicine,0,1,1,NO
205,1,41,1,1,161,78.62857143,6.4,62,1,-17,Community and Social Services,0,1,1,YES
217,1,41,1,1,167,78.08571429,6.3,63,1,-17,Health and Medicine,0,1,1,NO
229,1,41,0,1,166,77.54285714,6.2,64,1,-17,Community and Social Services,0,1,1,YES
241,1,41,1,1,165,77,6.1,65,1,-17,Education,0,1,0,YES
253,1,41,1,1,164,76.45714286,6,66,1,-17,Health and Medicine,0,0,1,NO
265,1,41,0,1,163,75.91428571,6.9,67,1,-17,Arts and Entertainment,0,0,0,NO
277,1,41,1,1,162,97,6.8,68,1,-17,Education,0,0,1,YES
301,1,41,0,1,161,97,6.7,69,1,-17,Arts and Entertainment,0,0,0,NO
342,1,41,0,1,167,96,6.6,70,1,-17,Education,0,0,0,YES
383,1,41,0,1,166,95,6.5,71,1,-17,Sales and Business Management,0,1,1,NO
424,1,41,1,1,165,89,6.4,72,0,-17,Community and Social Services,0,1,1,YES
465,1,41,0,1,164,89,6.3,73,0,-17,Community and Social Services,0,1,1,YES
506,1,41,0,1,163,89,6.2,74,0,-17,Education,0,1,1,YES
547,1,41,1,1,162,88,6.1,75,0,-17,Education,0,0,1,YES
588,1,41,0,1,161,88,6,76,0,-17,Health and Medicine,0,1,1,NO
629,1,41,1,1,167,87,6.9,77,1,-17,Education,0,0,1,YES
670,0,41,0,1,167,58,7,78,0,-17,Sales and Business Management,0,1,0,YES
711,0,41,1,1,166,59,7,79,0,-17,Health and Medicine,0,1,1,NO
752,0,41,1,1,165,60,7,80,0,-17,Health and Medicine,0,1,1,NO
793,0,41,1,1,164,61,7,81,0,-17,Health and Medicine,0,1,1,NO
834,0,41,1,1,163,62,7,82,0,-17,Architecture and Engineering,0,1,0,YES
875,0,41,0,1,162,63,7,83,0,-17,Arts and Entertainment,0,1,0,YES
1012,0,41,0,1,161,64,7,84,0,-17,Architecture and Engineering,0,1,0,YES
1053,0,41,1,1,167,65,7,85,0,-17,Health and Medicine,0,1,1,NO
1092,0,41,1,1,166,66,6.9,86,0,-17,Health and Medicine,0,1,1,NO
1131,0,41,0,1,165,67,9,87,0,-17,Health and Medicine,0,1,1,NO
1170,0,41,1,1,164,57,9,88,0,-17,Health and Medicine,0,1,1,NO
1209,0,41,1,1,163,58,9,89,0,-17,Community and Social Services,0,1,1,YES
1248,0,41,0,1,162,59,8.5,90,1,-17,Health and Medicine,0,1,1,NO
1287,0,41,0,1,161,60,8.4,91,1,-17,Architecture and Engineering,0,1,1,NO
1332,0,41.1,1,1,167,61,8.3,92,1,-17.2,Education,0,1,1,YES
1333,0,41.5,0,1,166,62,8.3,93,1,-18,Education,0,1,1,YES
1334,0,41.9,0,1,165,63,9,94,1,-18.8,Education,0,1,1,YES
15,1,42,1,1,166,87,6.8,95,1,-19,Architecture and Engineering,1,1,1,YES
53,1,42,1,1,165,86,6.7,96,1,-19,Sales and Business Management,0,0,1,NO
91,1,42,0,1,164,86,6.6,97,1,-19,Education,0,1,0,NO
194,1,42,0,1,163,85,6.5,98,1,-19,Government,0,0,0,NO
206,1,42,0,1,162,84.6,6.4,99,1,-19,Government,0,1,0,NO
218,1,42,1,1,161,84.05714286,6.3,100,1,-19,Education,0,0,0,YES
230,1,42,0,1,167,83.51428571,6.2,101,1,-19,Architecture and Engineering,0,1,0,YES
242,1,42,1,1,166,82.97142857,6.1,102,1,-19,Community and Social Services,0,0,0,NO
254,1,42,1,1,165,82.42857143,6,103,1,-19,Government,0,1,0,NO
266,1,42,0,1,164,81.88571429,6.9,104,1,-19,Community and Social Services,0,1,0,NO
278,1,42,1,1,163,81.34285714,6.8,105,1,-19,"Installation, Repair and Maintenance",0,1,0,NO
302,1,42,0,1,162,97,6.7,106,1,-19,Sales and Business Management,0,1,0,YES
343,1,42,1,1,161,97,6.6,107,0,-19,Education,0,1,1,YES
384,1,42,0,1,167,96,6.5,108,0,-19,Architecture and Engineering,0,1,0,YES
425,1,42,1,1,166,95,6.4,109,0,-19,Architecture and Engineering,0,1,0,YES
466,1,42,0,1,165,89,6.3,110,0,-19,Education,0,1,1,YES
507,1,42,1,2,164,89,6.2,111,1,-19,Education,0,1,0,NO
548,1,42,1,2,163,89,6.1,112,1,-19,"Installation, Repair and Maintenance",0,1,1,NO
589,1,42,1,2,162,88,6,113,1,-19,Architecture and Engineering,0,1,0,YES
630,1,42,1,2,161,88,6.5,114,1,-19,Sales and Business Management,0,1,1,YES
671,0,42,0,2,164,64,9,115,1,-19,"Farming, Forestry and Fishing",0,1,0,YES
712,0,42,1,2,163,57,9,116,1,-19,Education,0,1,1,YES
753,0,42,1,2,162,58,9,117,1,-19,Education,0,1,1,YES
794,0,42,1,2,161,59,8.5,118,1,-19,Government,0,1,1,YES
835,0,42,1,2,167,60,8.4,119,1,-19,Community and Social Services,0,1,1,YES
876,0,42,0,2,166,61,8.3,120,0,-19,Government,0,1,1,YES
1013,0,42,0,2,165,62,8.3,121,0,-19,Government,0,1,1,YES
1054,0,42,1,2,164,63,9,122,0,-19,Community and Social Services,0,1,1,YES
1093,0,42,1,2,163,64,9,123,0,-19,Community and Social Services,1,1,1,YES
1132,0,42,0,2,162,65,9,124,1,-19,Sales and Business Management,1,1,1,NO
1171,0,42,1,2,161,66,9,125,1,-19,"Farming, Forestry and Fishing",1,1,1,NO
1210,0,42,1,2,167,67,8.5,126,1,-19,Education,1,1,0,YES
1249,0,42,0,2,166,68,8.4,127,0,-19,Government,1,1,0,NO
1288,0,42,0,2,165,69,8.3,128,0,-19,Education,1,1,1,YES
1335,0,42.3,0,2,164,60,8.3,129,0,-19.6,Education,1,1,1,YES
1336,0,42.7,0,2,163,61,9,130,0,-20.4,Health and Medicine,1,1,0,NO
16,1,43,1,2,167,87,6.4,131,1,-21,Education,0,1,1,YES
54,1,43,1,2,166,87,6.3,132,1,-21,Health and Medicine,0,1,1,NO
92,1,43,0,2,165,86,6.2,133,1,-21,Education,0,1,1,YES
195,1,43,0,2,164,86,6.1,134,1,-21,Arts and Entertainment,0,1,0,YES
207,1,43,1,2,163,85,6,135,1,-21,Health and Medicine,0,1,1,NO
219,1,43,1,2,162,84.6,6.9,136,1,-21,Health and Medicine,0,1,1,NO
231,1,43,0,2,161,84.05714286,6.8,137,1,-21,Health and Medicine,0,1,0,NO
243,1,43,1,2,167,83.51428571,6.7,138,1,-21,Health and Medicine,0,1,1,NO
255,1,43,1,2,166,82.97142857,6.6,139,1,-21,Education,0,1,0,YES
267,1,43,0,2,165,82.42857143,6.5,140,1,-21,Arts and Entertainment,1,1,0,YES
279,1,43,0,2,164,81.88571429,6.4,141,1,-21,"Farming, Forestry and Fishing",1,1,0,YES
303,1,43,1,2,163,81.34285714,6.3,142,1,-21,Health and Medicine,1,1,1,NO
344,1,43,1,2,162,97,6.2,143,1,-21,Community and Social Services,1,1,1,NO
385,1,43,1,2,161,97,6.1,144,1,-21,Education,1,1,1,YES
426,1,43,1,2,167,96,6,145,1,-21,Community and Social Services,1,1,1,YES
467,1,43,0,2,166,95,6.9,146,1,-21,Community and Social Services,1,1,1,YES
508,1,43,1,2,165,89,6.8,147,1,-21,Architecture and Engineering,1,1,1,NO
549,1,43,1,2,164,89,6.7,148,1,-21,Health and Medicine,1,1,1,NO
590,1,43,1,2,163,89,6.6,149,1,-21,Education,1,1,1,YES
631,1,43,1,2,162,88,6.5,150,1,-21,Health and Medicine,0,1,1,NO
672,0,43,0,2,162,62,9,151,0,-21,Health and Medicine,1,1,1,NO
713,0,43,1,2,161,63,9,152,0,-21,Health and Medicine,1,1,0,NO
754,0,43,1,2,167,64,9,153,0,-21,Community and Social Services,0,1,0,NO
795,0,43,1,2,166,57,8.5,154,0,-21,Health and Medicine,0,1,0,NO
836,0,43,1,2,165,58,8.4,155,0,-21,Sales and Business Management,1,1,0,YES
877,0,43,0,2,164,59,8.3,156,0,-21,Education,0,1,1,YES
1014,0,43,0,2,163,60,8.3,157,0,-21,Health and Medicine,1,1,0,NO
1055,0,43,1,2,162,61,9,158,0,-21,Arts and Entertainment,0,1,0,YES
1094,0,43,1,2,161,62,9,159,0,-21,Community and Social Services,1,1,1,YES
1133,0,43,1,2,167,63,9,160,0,-21,Arts and Entertainment,0,1,0,YES
1172,0,43,1,2,166,64,9,161,0,-21,Education,0,1,1,YES
1211,0,43,1,2,165,65,8.5,162,0,-21,Education,0,1,0,NO
1250,0,43,0,2,164,66,8.4,163,0,-21,Sales and Business Management,0,1,0,YES
1289,0,43,1,2,163,67,8.3,164,0,-21,Arts and Entertainment,0,1,0,YES
1337,0,43.1,1,2,162,57,8.3,165,0,-21.2,Health and Medicine,0,1,0,YES
1338,0,43.5,1,2,161,58,9,166,0,-22,Education,0,1,0,NO
1339,0,43.9,1,2,167,59,9,167,0,-22.8,Community and Social Services,0,1,0,NO
17,1,44,1,2,161,88,6.4,168,1,-23,Community and Social Services,0,1,0,NO
55,1,44,1,2,167,87,6.3,169,1,-23,Government,1,1,0,NO
93,1,44,0,2,166,87,6.2,170,1,-23,Community and Social Services,0,1,0,NO
196,1,44,0,2,165,86,6.1,171,1,-23,Education,1,1,0,NO
208,1,44,1,2,164,86,6,172,1,-23,Education,0,1,0,NO
220,1,44,1,2,163,85,6.9,173,1,-23,"Installation, Repair and Maintenance",1,1,0,NO
232,1,44,0,2,162,84.6,6.8,174,1,-23,Government,0,1,0,NO
244,1,44,1,2,161,84.05714286,6.7,175,1,-23,Education,0,1,1,YES
256,1,44,1,2,167,83.51428571,6.6,176,1,-23,Government,0,1,0,NO
268,1,44,0,2,166,82.97142857,6.5,177,1,-23,Sales and Business Management,0,1,0,YES
